Product,Purchases,"Average Delivery Time (Days)","Product Name Length","Product Description Length","Product Photo Quantity"
413c5cdfdd1f2db95c3731a42c4e5eed,1,16,52,655,4
413f42e07324c88bf0dc54e21a69a3c0,2,10,57,2473,2
41402af2a88247152583bb812ba235dd,1,53,53,486,2
41414ba9bcc97ea83730baf9c9d90adb,2,14,60,728,6
4142011fdc688f90a55e3101fcd43e2b,1,8,32,567,1
414829663add2bcd9db69ee3ad351a9e,1,6,53,354,1
41483859d76267ad9a2c8d0af4a76266,1,12,58,245,1
4148d4f36653927e8641a9d6afbfc5e2,3,8,48,1689,3
414c53fa9c5cc4a0390682aeb2e25ec1,12,14,56,646,1
4150111276cd3b62fcaeb7814cca0e08,1,7,46,379,2
4150a78d94e1932852796a92cda4cd90,1,19,53,504,1
4153a770f99ff52971af9c1d6beb422e,1,12,50,961,1
41587317a0dfddc726a29e86b9527f48,1,6,60,123,1
41594ae99a5916fee609489c289ca3a6,1,24,39,360,1
4161c903c8834f814fda62d066031d74,1,6,52,595,1
416753943bbda356a28be0f3ba476632,2,2,49,178,2
4167a7ae0930579d1f27d465a1a042f0,8,7,60,919,1
416c4340800aa9bce887e000e96390a9,2,21,50,751,1
416cdbd855fe5e217167a1405a70fa4a,1,5,53,377,3
416d75e3094f3393b778fd40d52b6089,1,14,43,518,1
416f17a4b2a56dd33d7d4f4d15570326,1,7,46,1788,7
416fba9ef5d1150086cac6feae860c7e,1,5,54,969,2
41751736c87d2da5af7c27168bf45a9d,1,9,29,765,2
4177b72d13340189543215377d48f3c3,1,9,52,1075,1
41797ff66598803fa9ac0480e2ab3bc2,1,26,24,513,5
417c36fe8603e10f20aba1359eb8e2f4,9,9,51,2273,1
4180a49d4b879e727ad2c8e82a9f4d87,15,16,54,1598,1
41817d1d44000e3105f24470a5224bcb,3,7,48,687,1
4182ad8f6fd91b6064f2d1097d8a4291,5,10,38,929,1
418aafa8794c4c22bacfa453f98bbf26,3,17,52,353,1
418b40c9e83b7e5ac79e4a7ef975ebbe,5,20,47,796,3
418d480693f2f01e9cf4568db0346d28,19,14,48,330,1
418d8bb517562fb8e8a2f1c5de0afa70,3,8,30,271,2
419538c5c0c21d892928586bee1ea16a,5,10,54,289,1
419b12eaf8841add29c3503ee6cddb91,1,12,60,1552,3
41ad56651f07e2f6f66f9372c0e89071,2,5,51,273,1
41ae9f1ae64408cbe2b980a3227f04b3,2,19,55,1349,2
41b14d5cecdea3f0e8debd1d0bd155c5,1,18,56,602,1
41b24e4f49504cc023666ed7cde3cf16,1,39,52,628,7
41b4baff1ceec845ba126eaeb07efa4a,6,10,48,363,1
41b7b870b6097bb62f462bc0af141d0d,1,18,60,1492,3
41b821274ec513636f9144375c9f9031,3,6,44,429,6
41b9fdf240b6c703cecd3d4e40f8c0e7,1,16,40,757,2
41bdbb38ef223fae4cae15d6ffb0ce5b,1,4,39,453,2
41c24b8ce92d1a2cac62db5edfd088b2,62,11,27,178,1
41c8165f95f664347510a0bd739f2509,1,5,43,258,1
41cd333a4af5e36df81fc0b83ccf8e2d,18,10,59,867,3
41cdaa29e07b89b60ddd91c49a58e2f3,2,5,54,279,1
41d3672d4792049fa1779bb35283ed13,1,16,60,745,1
41d506be95a4196a805249d2a21d5a1d,2,17,36,347,1
41da75141264c3bde21ecea85a4cb8b7,2,16,60,629,3
41ddd4c8779d0943ee7706c384eeee8f,5,8,34,1540,2
41e0c51896d728080432ffa1de66e992,1,10,50,1386,1
41e153b95adc3c7f781b583292f312cd,3,25,45,285,3
41e4e4c8ab0ec1fcde0df5679749a3e4,1,7,54,388,2
41e69d7f18786d26805f7067f605e675,2,6,54,473,2
41efcebbf66be85fb74f7116bda2207d,1,15,59,695,6
41f5f13f79496717b1d90ef30551333b,2,8,56,695,6
41f6fd456756328fcd5fe7c04bf8e335,1,23,38,418,1
41fbde40144efcd09db07250981d7b93,4,8,51,840,1
41fe836a60674d3d25645e3698651f6b,2,7,33,574,1
42025f5a5a9be121b14cc11611331b20,3,9,60,1151,3
420575f8e2c456d57fd9ea8fe99090f9,3,8,58,404,1
42080692a4543e17940c60a980613abb,1,13,27,628,3
420921e97463577fd5cc62c687d90bca,5,11,47,1258,4
421223eb7c20a8ca13ab3a7548e0a1b4,1,26,54,657,1
421730bc1e40e869255cc20542bd2444,1,12,33,150,1
421890faa615c929339e62ace8ef69c7,1,32,59,145,6
42189544021ccb7369862e7ee218d828,3,10,45,670,1
4219bea6cb9e38ad99b7e380bc11fb16,1,7,55,514,1
4219d6fd389ceff96094be6ac39acf1e,1,18,61,198,6
421d4110757e678b219c4ecb3832a7f3,1,15,38,1182,1
421fbb32d56489554d727fbd4b2fa65d,1,12,45,1364,1
42283300f3811baee739f5f6edc6feee,5,11,60,1988,3
4228398e19ac96e84e14924449bac556,3,16,49,403,4
422879e10f46682990de24d770e7f83d,484,15,56,348,2
422b2bcfce6061515c2aec9ef1d2a16b,1,17,47,190,2
422b4786464320e3645a7e018ba60d8e,2,6,40,175,3
422f04883e19f7b9508857ca6bcaeb6a,1,5,57,1493,1
4231002e80d2a25aed31d65b4b91f479,7,7,50,776,4
423a6644f0aa529e8828ff1f91003690,18,13,54,2352,3
423e6c3511b9efa885cbef713ed97b0b,1,13,48,513,1
4241ea8d0ec9cd6574d86fd72d1dc2af,1,7,60,283,6
424471a68d6b1ae4a53d39723e6981d3,1,9,49,1274,7
4244733e06e7ecb4970a6e2683c13e61,9,14,58,598,4
4247b4b7b6026cb234f47c0b95193997,1,21,59,539,2
4247f66c2a8c9b3f147d74bff1ac79fd,1,13,33,835,2
4253d0bdfe5de877ffc994926fa6041f,2,16,56,279,1
4254fb9a475231dc0442038cd846a387,2,11,46,308,1
4255ef536732efe235477ace2dccd393,2,8,59,338,1
425966339f6d9c933d8f5f23310d86a6,2,15,46,1666,2
425a12d4dd8e5e7ba3be5c4157f1fafc,3,8,53,657,2
425b2ba2dab3986c4fa13ca01547aff0,1,5,22,661,3
425ca58a47a3eeb10c21c05ddf8d7a52,4,15,35,389,1
425cfc055cf3bee60a67ee33dc577c95,1,8,27,98,1
425db55cb3b0f5b18a2d9964da31c3c0,15,9,58,850,2
4265377049dee1738626d7a34a5a71e2,1,19,48,1058,1
42697582a754e573f9e3e9e78752252c,13,12,45,264,1
426be80a0de4f47c2f3945e914fad433,2,14,57,2052,3
426c58d69aa402e5397c4b6471420fbe,4,9,54,2312,1
426f910ccd39ae5e7d55013c466fe343,1,6,57,340,1
4271f6581bae7660067afe25ac05de2e,1,2,55,2028,2
42737e3759311804e830f222c6135e30,2,10,56,431,1
42749c525c90994bd3d4c74edf047172,10,12,57,1289,1
4275f85d0173354d8ca336b70a87aa6a,1,5,21,428,1
427a6366149d0da432a4f01146b70275,1,11,48,414,1
427a9f5e8a9d47c60adc5ae34e2657d2,1,6,58,512,1
428142062f95deb5d5c834e4f0313000,2,12,60,2030,2
4281803fa72c51eef83d338cc2fbfa7b,1,3,55,302,1
42830ac3bef5dc8b398055683e52ad9a,1,7,52,1030,4
4283bfae8ccecf22edb4cc17084aeab0,2,20,40,304,1
42874c3f68eae9f0408dc1027edcaa6f,1,8,44,1165,1
42877980a9990b1391c279582c1aa894,2,28,59,1013,3
428826d374cf2a3f61d6072163ca6502,7,10,54,209,1
428848f6b59540ebc1d7613df5c8b545,1,6,60,2075,5
428f11967f2d855633c7857078c16fd6,2,6,51,1758,3
428f4b96ba9f630e761b333673039ae6,5,9,37,559,2
4293865e4ead3d446609086b4cfedb4f,14,14,59,189,1
4298b7e67dc399c200662b569563a2b2,87,16,58,420,1
4299cf45bc9aa8ef5bd9337035c286e5,1,20,60,499,1
429cf9c31b3ba3f4de81507a63f98724,1,19,54,718,2
429e7401fafb76436f15e86498bd7364,16,12,60,233,1
42a2bd596fda1baef5719cb74f73030c,20,15,60,188,1
42a2c92a0979a949ca4ea89ec5c7b934,177,10,41,799,1
42a2efd39155b59e16bac90081495285,6,11,35,1073,1
42a437e306c8020b829fa2a5c55d3b62,1,3,60,277,1
42a5c4d918ca01a2dcb5baf385d64200,1,59,49,729,1
42a735673c53cddc4fcb42935065465a,1,20,50,631,1
42af75da4dff5f8f6be029c5bdd5f08f,1,11,52,391,3
42b3cf00e662d57725bd2425b106563f,6,9,56,146,1
42ba5eab75cf0db7905414fdc6a3fd7c,1,32,57,740,1
42bb409da80c21a2ab7f65ec0c4f04d8,2,18,46,382,2
42bcfb513ed8c673eb7ddb4ddfaf9347,1,8,51,1545,2
42c0e34ecbd01632df00dc96670c92a0,1,5,56,775,2
42c99de3dc62c3687c4c7da629da3c50,1,7,40,420,1
42c9f35641e6be42fa5a86a7b2ea46e4,3,8,32,2127,5
42ca857208d059f51c317b503000c385,3,7,60,525,1
42d1fff9f30ad3e2fada37eb95868fe6,2,6,52,528,4
42d2add84cc80443a8128adc87b6a958,1,7,33,1458,2
42d383bd16effbbd48744a1181adb5ed,3,16,56,174,1
42d3ba4dd1a78c5ba05ccc0d3417706c,4,8,60,1344,3
42e3e1a52d783ace62d11a17c88c1324,5,28,52,826,1
42e3fe954b8179e5a4fb431d40662419,1,9,47,1833,8
42e408dbdc12442635dfc2ea9c6a97cc,1,13,47,104,1
42e640b8fe7fa0bef227e6ad92c6e9c9,2,4,48,1671,1
42e81d5b55c06ce473ee24c7e5d1d1f4,1,7,57,1901,1
42eb5329dd0ee3d76d135ce04c84451b,13,9,54,920,1
42ec84ace63b58b8c5a7ba7be01d5fb8,24,11,52,1732,10
42ed7ff87eec051d7f9364afbf091dd3,2,11,53,361,1
42eeafd44530254139fba96265b34a17,1,10,54,666,2
42ef2bdec0493fd90852352fcfbf2c24,1,6,58,202,1
42f03aab9564c9b88c5d269eee68a79d,1,9,60,126,3
42f14eda412436b96cde4f4025ed5f25,3,12,47,154,3
42f25a7251d847a86c1849731bf166ff,10,13,59,1413,2
42faf2e98f0486405f5dfac48e5cba7d,8,8,40,275,1
42fd6f72ca3e6f53b25d7a19b0536630,3,10,34,1195,2
42fe4aefc7e8a45dd96a59af81dd3fef,1,8,59,162,1
42fffc68ff7e8176f11baaf4a4227557,3,18,35,1553,1
430315bedd89f81ceec11ba8cc51ebe1,4,17,55,244,1
4309ccdfa6ebf5b4d35871c2b4d26fab,1,8,55,285,3
430d215740da7fdda91cc938f8fd92f6,7,16,50,2641,8
430e5eb549078d5eec4e5d1ec529c622,1,7,60,1104,1
430f4c8e02bd4e1fe6330c38689b54f3,4,13,57,188,1
431084bfeb9352363649e36c9c4cc3ad,2,17,60,2424,7
4310db2c2f39a8a5fe403463e39ca5da,3,12,42,306,2
4310ea4cadd7d41398ba376aa7383f82,2,16,30,707,1
43158180e30b3c0c252049265370d7b1,1,6,54,919,9
4316b712956314302c5d0aef9ed77c13,8,12,54,1121,4
431d674f9a4fbd0957ecf6ba3fcb6899,53,12,56,1892,4
431fd984f18cf930e301e4815be65ca4,2,19,59,339,1
4320c4939b8e02c48b7fcbbd2674fb86,1,13,51,327,1
43222c9a989813b389d36fe5a1655c05,1,7,53,186,1
43223a70191edecae31b8241e2f16c67,1,10,57,2040,2
432357855585cf634fc9923523ce5e4a,5,7,54,1887,5
432457ab5792cbe9a9f272990af92554,1,10,49,845,3
4325528d61b94383829ce61040c858ed,1,10,49,339,4
43267ceb81c34b7d49decd624671ccfa,9,16,54,2155,1
4328139cbe9adde0aac493ca9871eab3,10,21,60,289,2
432f8a18d8c5b519bf3860e2f32c3273,1,13,44,589,3
43354a2ac9eca9f50cb31647c6d5516a,11,13,50,563,6
4338d9da0d2fabd85d1f0adb30b2789d,3,7,50,2746,1
433c39faf9824a0bb3d61565a3517486,1,13,44,257,4
4340de579ecca5b411504b2d06d2edc3,1,6,60,239,2
43423cdffde7fda63d0414ed38c11a73,93,16,41,1159,4
4345b14b84ad05bc0f724913b134c6eb,1,4,34,775,1
43506d2b6b5e0535079f88c7dc51c4de,1,6,54,746,5
43521df044c196283191f87529d1663f,1,16,36,1517,2
4353af36fe588dc73497fa158ed6cefb,1,8,22,464,6
4353ed67630d4924986005ed5d058c44,1,12,37,324,4
43552814c90350f6309022c6de596cbf,1,25,38,286,1
435a1672279b4287778328c7dc80c040,1,1,55,549,1
435fc681f12d221baf2257621262018b,2,13,36,250,1
4363f22966358bced013833537034474,3,7,59,740,1
436620c465f757ba7b47dd580f3c1eb2,1,18,39,145,3
436bc964ed67950b4956ce42cda4b350,3,7,40,975,2
436c8d57ff8d4aa254318e9bd9b48c83,3,11,54,599,6
436f1aaf28631abf937c44f695d3c350,1,17,48,1888,6
43706a3188de57bb50aa9f10e3b2fbde,6,16,59,1507,1
43724b27731595d954e911f443fb1cc4,2,17,57,272,1
4372c58b785f6a6e66899e62099b6ef2,4,12,55,922,3
4376da457a3d2de22a9a615196ab5ba4,1,6,38,774,1
437773d07b1edcb634d4f4a2ad377be2,1,40,25,334,1
437ae72c066abf24996b52549bbb6432,1,18,53,720,1
437c05a395e9e47f9762e677a7068ce7,115,11,40,409,1
4380015e3e75bf62b57e306d2f4c2827,2,13,59,147,1
43838436d448f6775af2718e0de8dc50,1,41,59,371,3
43840498716c5a01802df8992c619267,1,7,49,718,1
4385083fee716d237634eed19cf376c9,1,22,40,729,1
438b5ad4eda7949fae4a4b834a69bcd6,5,7,49,571,1
438becbce7afb5a88f4075ed4d76682b,1,10,32,817,2
4390e4e834a8679a940d6795b52b5e58,2,14,59,695,6
43944a8f8f0b7ae86b6c3d3c2f257375,10,12,52,1363,2
43979b70f75394b51866db74a0b9ce7d,4,28,51,593,1
4399b75e654e8e2bf9f92967caa66c5f,1,11,30,875,2
439c095fb7491d1eafaba9c336f74247,1,14,37,205,2
439da204990600ea973a60cfb05fc71f,1,16,48,865,2
43a24e051b37c8e88accdfdeecddb71b,3,10,33,253,1
43a39180da2ed07ba59252d23cf029e7,1,9,59,230,2
43a888fc6acdffc23011578f63d5f045,1,2,63,308,2
43adec23c5b0d25ac0f521430a176623,1,1,46,640,1
43af87f38a5fdd07c23a32ec33727ba9,1,7,56,762,5
43b069f855679eb3d3589e55dcfe968e,3,16,40,1438,3
43b54d1fc56ff394092a3dff6be2d39f,15,8,60,919,1
43b6d9e46e1e6b8ac743a1c31e462937,1,7,31,680,1
43bb8825dd6838251606e5e4130cfff4,2,7,33,259,2
43bce2c11df17f5e6e50fbb914fd13ea,4,10,58,499,1
43c603a90cd6fa3056c5def766f44d23,1,12,29,261,3
43c78a3f875907bf2e94679f591c4724,2,18,49,184,1
43c81702c9aca96af077286a5b2525b9,1,9,59,1532,1
43c9506443a52a22cace92d7eef9cfcb,1,23,40,358,1
43cb1d661a38ba864fc53fe1b6edb0ed,2,10,21,414,1
43cc8e4d981bc04b9d78b12e8a908d41,4,6,44,1793,1
43d08d005661de0f514987971512b9fd,1,1,54,297,1
43d2d5d7e3a65abd97422578f9d4df78,1,5,45,1220,6
43d2e0df7224cb1c252c23cf36d597ad,1,2,41,449,2
43d6624c213f21168ead351def0ad36a,1,16,58,2075,1
43d7d26e2969491a49f0f1a376feb6c5,1,34,38,1658,2
43d9ce1b4573a087677c2bd656131b94,1,7,58,392,1
43dc48e22acc762c474367d2cead5d3c,2,6,59,233,1
43df79876ad10b1a273644d9e177da75,2,28,35,1115,1
43e09fcb6175856e87a4d9b91321addb,7,7,43,1505,1
43e9543be42b2a2db9d44f3ab4ddd8b7,4,52,56,419,1
43ee88561093499d9e571d4db5f20b79,20,13,39,161,3
43f1e9b31236ad9ef63197b36bf00dbc,1,8,50,746,1
43f911ac50adc19a96cd523ade4e7cca,5,6,58,963,1
43fe236fd16fba129a5498ba4b1b47fe,3,9,41,249,1
4407eca265d6d9f1b07ba452caa12844,1,10,53,524,1
4408151f5a3ff363abfe3d051f4344ac,1,12,38,326,2
440cb991a95f6a9c8918c112433f4d69,1,19,38,301,1
440f5b159d6123c0f65eb1abb5373b99,5,7,58,264,6
4410b418dfebaef42de06fb5ad157d5b,1,6,52,861,1
4413e2f854c2f02d80065a178decb9c2,1,8,56,406,1
441571d37eb4c02c1686c4a2cff8a8e5,3,8,60,1797,5
4419a003d42a243227478f2a949722d8,2,10,27,1026,2
4419a1c234d848b2bc86c53b222499b2,3,13,46,827,1
441b44bcdcc4969bd3a9d67bbeed44f2,1,5,47,1943,2
441b81eac0773c6ed4ec1e1fb42ebba5,1,6,44,893,10
441bf12dfcffc687efcdc235669c55dc,2,4,55,594,1
441cab1deea761934372ba090ad7cc24,4,10,55,1531,4
441d07171060d7bca33d9946d792da25,1,17,41,1350,3
441f80632def2e872e95a3e474226119,2,12,56,296,3
44231a850e5be11ed6374fab222ff49f,4,11,43,878,1
442484911e00b4bff85ece3e10c1dc1f,1,10,55,439,2
4428c8810d85a949afe441cc0d33f756,3,6,60,2059,3
442c4ff18b437710dbb8ca943e7ac401,1,13,32,916,5
442cec8fcec2cb2c32671cd0dfb02971,1,8,35,815,1
443686a203341f24c2cead2297359568,2,12,31,933,5
44377a26f7c80dbf0a9b2b300604e6bf,3,38,45,1634,1
4439198baadf8e8dcb009f990091179e,3,46,37,1266,1
4440eee33cc4fe9710fb8b024a128bcd,2,14,42,947,2
44414d55ce2808a7b8f3568a92d1484f,1,13,56,1575,1
44493ebe02de3fd58d529f40fd2944d1,5,7,55,557,5
444ab88b25c5d6d2310be80ab1d60fad,1,12,49,682,2
444d53deb5d80250e5e44dd416f20298,1,7,58,584,3
44523a5e61f0a718c2231922b8856ad7,2,7,42,266,2
44561c9878089165871c1d9956da49dc,1,5,57,913,1
4462167dca28740ae5078b9dce00f199,1,6,50,520,2
44625a08c05dcb9f85a1973644c69c6a,1,6,60,523,2
446295cf6f689d4db477145815362608,1,6,59,209,1
4463c4f83cecd53e81653bab5b41a0d9,1,9,53,1665,3
4464ecc5c8cd38eff5beae1484f80166,11,15,21,181,1
446607005fbc439a9439caed96867e26,1,5,53,557,1
4466f429e81266e99d1935267aa13329,1,7,39,747,2
446a112adf10992c2e26eb566a68bd46,3,10,47,718,1
446a60562915e8223780cd142b8dc26d,1,11,52,244,1
446cf7e594fa3103f5d26069356b55e2,1,5,54,797,1
446e4aaabb7fbea797d25845c8ab50f4,1,11,59,411,1
446f791c0261ad0a93d4dced49d5d0bc,3,6,49,349,4
4473a7a8a08e406e2df4a7200c8a0b5a,2,6,45,709,1
4474a2121d9953d2bf1f492f8e252991,1,8,55,902,1
44774af511346f08083720dbba61ade0,1,28,25,599,5
447934cd014b033280977350b730d892,1,6,58,124,1
447a4fbd4c6995b5779d96127eff23d2,2,12,45,236,1
447b7437663c07b241787482238e1d58,1,21,58,1359,1
447fe198c45e35250236fa62b2d98902,1,6,52,819,2
44815c128303d654f94d021e47b0764f,1,10,50,417,2
4484613f25262431c6a51a6a2faaa2e2,1,14,52,293,3
448cbeba9628acd8b5b8bd6c8a5018a0,1,10,60,627,4
448dc3486005777a15d7b3f445637ee2,1,12,23,1059,2
448dc391c54233ca4f7a87fe0e6052b9,1,34,37,875,1
448ed4e809cd34e3883a07ebaa820d39,1,13,59,443,5
448f0791c4d2fc5d250a401edfc208d4,1,15,53,732,1
448f8f85f231f7f33be46c1a972b6c8d,1,5,41,1055,2
4494cc0c66d02e91c0475a9610c2749f,1,10,40,166,2
449686d8083aaada627cbd307f0feed3,1,11,38,438,3
44989697efa3ceece037c5633ea143d9,1,48,47,1334,2
449af2f192415f431411568b2d475c14,1,5,55,114,5
44a064a339782c3cdd7e457b169ef0b0,1,6,60,254,1
44a34214a57dc373dcd80f54c919d006,62,14,21,207,2
44a36ac829dfa2dace1d880985b71344,3,8,50,533,3
44a6af14e39124bee07dc2eb2df39a54,2,5,52,425,4
44a6e4ecf7b48f87481c243383b1c4cf,2,10,51,1278,2
44a879f6d43c4750534a30dea1f6d804,1,10,48,680,2
44af7e0083e6ebeeeae5da438472d189,2,7,57,2540,4
44afebe5ba695261a126f43a4b29d814,8,8,49,465,1
44b36c8a125b604c4597100ef4b16538,2,12,49,378,5
44b3c2d28ae185727a80fc99e0d330ae,1,9,35,227,1
44b6fc0101a9341e43ad3342a51ef75b,2,5,47,763,3
44c06ea2624ec11360ccb3267b46d528,1,7,52,1026,1
44c7b1d3b75cc4a14d4eba0f83f19e77,1,11,53,2468,1
44c7b85d371365e52230e2e0efb8e0d8,1,6,43,1268,2
44c982f1949c28d2024991bcbdc76656,1,9,20,679,1
44cd26d414fd350a49f984a61cca443d,1,5,58,675,2
44d6d97ab74c490cf558480a06dce11c,1,7,56,1246,4
44dc6124432da8482da2977dbfa88f59,1,4,59,1343,2
44dda9168c820bed01e2030d01195d07,1,7,55,223,1
44dfeb8491daf22683dff46c7a3265b9,1,-2,54,2240,2
44e64a128c258ce579cca498e05b614a,1,40,42,1345,1
44e74b30e6a7832b7aeb5555c04cb9b7,1,11,41,1044,1
44eceb92060ff42ba1b3716acd052645,1,7,60,270,1
44f17cb299c90c0663616f83d55c45ee,1,7,58,1953,1
45008a48815255d904cacbfb01303b0e,1,6,35,803,1
4501cf8b9a1915bbfb91d227cd2f1c7e,1,13,55,1002,4
4505df1cf531c9ac32c32384a4d6d54f,1,3,38,642,2
4508bced363e65d5a3e0339f625b8df5,2,9,63,527,11
4508e088c4a07e0ad64f6fa3751e314a,1,8,45,1931,1
4509f2dcb7651bc7c7fab76f3a87e700,1,6,59,550,2
450c25d98ed6923154a934554475bf13,13,12,60,1946,4
450d88168733816b7f90ea045067d072,1,6,31,982,2
451482edc91f59c001a5a3a0e4d594bf,2,11,58,690,1
4517644aee6e81ff19f0a2887eb553d1,1,10,56,695,2
451a6cded8e41ab174218cf60b53dd2e,1,18,60,2702,2
451f60a1af05c5bef8d9e93fe847f6bc,3,9,39,687,1
4520766ec412348b8d4caa5e8a18c464,53,11,59,956,1
4525ba25c6fe12c6c01f869b3226d8e4,1,11,57,273,1
4532fa1bbe47099ce5c9e2313fb9bf2a,5,5,60,1124,3
4534bceddbf90ce5876ec482cc5c74d2,3,8,60,215,1
454157d7294823cc44ad21d4fe31474a,5,9,54,1241,5
45417041ae270bf5e57ec990a56bdebb,2,6,55,747,1
4542ee50e2e43c74599b815a181efe83,1,18,55,1526,2
45448d98662daee2e5ee969475a90826,6,11,29,627,1
454ae5002aaf2821ecb6ad6035b78498,3,9,43,362,1
4562a1390da3bb292198395483cdc7a7,2,16,53,2013,4
4563095e06df1fa67de2eade86f4f01b,7,8,52,469,2
4563d900cd3080ee4854e36ea7d0f156,3,10,34,240,6
456e335c5d854e2e4be306f7029cfe75,1,10,53,513,1
4573d8f4ebc14fa74542265b9c01d065,1,7,60,92,1
45746155b8481c23a21eb4645c306438,1,2,60,2281,1
457953cd3ce26e8f7c9037bfb9e19b14,5,7,56,296,2
4579e87cfe02f4b4eaabb298a254a5b9,1,8,48,640,1
457fc93046a766588b762befecf52898,1,2,52,1649,1
45817bdb08cc2ba11a384d7428d95da9,2,7,39,331,1
45823c2a94ab8eb5c273ab64bcb05e01,1,21,18,1501,2
4583e308182e4e78d5b71b5af1804def,8,16,41,565,1
45852eb1811c96c22787d9a3cb3875dc,2,7,56,393,2
458a38626f2b1186239246c1af1e3e89,1,10,39,700,2
458ae769e3911daa7d7e44ee726c7e78,2,11,60,551,4
4590e33159d28afa51c996b1133eed09,1,11,58,656,4
45986044725e448e85eb0d81251a8892,2,23,50,484,1
4598f8b931837f857d55483097a015d8,1,13,36,1438,3
459c346252ef503ee7b5d4d6e886a4e2,1,12,59,882,5
459d6fff714db7ff3a86582bf33fc9df,1,9,49,839,1
45a19bf9dddef525a5881b62c01f164c,2,23,48,372,1
45a6892a98568b366b52ffeec9a03691,2,7,58,1195,1
45a9a8115c62ad1ce34845e5ec4cfd48,5,11,39,740,2
45ade111a241eb94d71890c6fcd2a0e0,1,7,60,368,3
45ae343d4991cc21e7ec0a775239402f,3,7,48,279,1
45af706a261242e1f74e90aee7b49a5b,5,9,63,799,1
45af78e8f5b2d214adf9b3023f2a5bbf,1,14,41,1749,5
45af837344fa95e1fb3a840e9ffd8bf4,2,12,49,515,1
45b280868bcc8124d9309f459a42eeaf,13,13,59,902,2
45b42440056964d53e9b978450ad535c,1,8,53,915,8
45ba26803dbbdb26ec5757546929ac89,9,10,38,88,2
45bb83550ff78aa259858ff41921129a,1,14,50,1423,1
45c16b5961d3c6b54f202121673a2c44,1,6,55,415,1
45c4df3befb383b0102121f980c20f82,1,6,53,964,4
45cc9e057103e5e2176034fec87a06ca,1,11,47,701,1
45cfee87da128a8f939226bedd92a72d,10,7,55,703,1
45d22d06ecb3dc42e91faf0e52c1a8c6,1,4,38,134,1
45d4196235c1b60079661a91a68361e8,1,10,58,1491,1
45d53108adfd3c40a54c578f431c45cc,2,13,58,1675,1
45d632f44d8cf0d14da29f0bb204524c,2,6,22,1730,2
45d79c8c6875aec2005c8f554dc1d352,1,8,25,209,1
45d7d0595f83b5260d6b0328393c1686,1,6,61,80,2
45db1cf7c08c21a37f3218e88943061f,1,12,31,895,1
45dc66388e0aeec2e8baab5572f2fa44,4,10,47,371,4
45df8892a1d74d2e8f960dc06625fdab,12,15,51,824,1
45e014218aa377a0cca60336a4d93d3a,1,21,36,474,1
45e95fa9b4822fe9928abd8993cc37ce,2,20,37,1866,1
45e967683e7292b195609137fadaf2fe,9,14,57,453,4
45e9db074ca64dc81ee6f06185544d6e,8,14,58,3207,1
45eb55dab5f1c8e2af8b2d4ca4e6aa18,1,11,53,3065,2
45ee3ca82eaea35e1e304f83871ffca4,1,4,31,359,1
45ee7eeb2da75b49edaa30e7b01e04d2,3,11,50,182,3
45f0310974e6082deeda855f91984347,8,10,60,194,1
45f134f05fdbccafa57f9f5b22f70b62,1,20,43,948,1
45f1424574bd3d445c78781373aa6d26,1,4,47,81,1
45f176c0bd310b5d35594fc78a8ed5e5,1,18,43,1324,4
45f3c607c2bc2ccd08a385fb6faaf05d,1,6,27,130,1
45f4784fe1b64e1e5a1b9dade6a83e88,1,3,59,119,1
45f59788a3a09e09ab433234d03afd2a,3,5,47,783,1
45f68d6b5c1bdaeb13882fdcb62e4e47,1,11,57,1644,3
45f715c67a8a8e0f179cabed8f676815,2,5,44,305,1
45f7c48e7ead07eb1afd9aebfe6de326,4,6,60,557,1
45faac1ea8c173bb8c3e6cf23f5aac4e,4,13,45,2578,1
45fc964dc03d16147f82dbe844e2cdf1,11,10,19,262,1
46014d47c7acdbd7ab5850d95ec85106,1,13,56,147,2
4606f0b0bceceb75e7a887e6b57cae3e,6,20,43,583,1
4607e6e2d3a1f1a3748058001bce169c,1,6,57,221,1
4608a449f45011c89095f36265e75ec3,3,6,58,1257,1
4610f9bc86835033aab4160bcb1c3d27,1,12,34,252,1
4613efcec95c18902f5e8b117df56188,1,24,52,175,1
4615c086d05b264e9ff7004fcb515e37,6,9,53,524,4
4618f9c46ea4592eccee4a62718e1560,2,7,43,246,1
46195ad0b1fda769ee883a305ac7eb66,1,14,42,444,2
461a85909a0075c82f74d0221f6991c9,1,7,52,1307,3
461c7fdbb5a6a7fe3bc51bf7f4e3677d,1,6,49,2392,1
461f43be3bdf8844e65b62d9ac2c7a5a,143,17,35,591,3
4621f88827b983332c2a833d49c2ae35,2,6,40,390,3
46292acbc08d49b95138891146f7287b,10,14,40,961,1
4629acd4e2c278e7787b2c48b006246e,1,8,45,114,1
462a59e8ce95b0cb4df207fce782648c,2,6,37,1080,3
462b89aad33e9b762cff8fd20db1fdcb,1,10,43,148,1
462ca84097e3116f8dc7642fb057b4b2,5,10,32,1078,2
463013aa75c3e698fc887b04b225f435,1,4,59,466,1
4630761de87581e8b659dc77bb7eb4ee,2,16,52,220,1
4632bc49b300378ed4f1d48f424d414e,1,7,33,513,2
4636c8e02578902bfff42ab00f84fbd6,1,8,57,435,5
4638e41e1c53018897e12edbb2815807,2,12,56,1436,3
